Input size		- (48x48)
Calculated block dimensions as: 1 x 1
Element # 348 of CPU resize: 118.20793152
Element # 349 of GPU resize: 102.40573120
Element # 349 of CPU resize: 102.40573120
Element # 350 of GPU resize: 105.45916748
Element # 350 of CPU resize: 105.45916748
Element # 351 of GPU resize: 113.28044128
Element # 351 of CPU resize: 113.28044128
Element # 352 of GPU resize: 110.70812988
Element # 352 of CPU resize: 110.70812988
Element # 353 of GPU resize: 116.88973999
Element # 353 of CPU resize: 116.88973999
Element # 354 of GPU resize: 136.18896484
Element # 354 of CPU resize: 136.18896484
Element # 355 of GPU resize: 143.85894775
Element # 355 of CPU resize: 143.85894775
Element # 356 of GPU resize: 145.23521423
Element # 356 of CPU resize: 145.23521423
Element # 357 of GPU resize: 137.23313904
Element # 357 of CPU resize: 137.23313904
Element # 358 of GPU resize: 0.00000000
Element # 358 of CPU resize: 0.00000000
Element # 359 of GPU resize: 0.00000000
Element # 359 of CPU resize: 0.00000000
Element # 360 of GPU resize: 77.09449768
Element # 360 of CPU resize: 77.09449768
Element # 361 of GPU resize: 111.73898315
Element # 361 of CPU resize: 111.73898315
Element # 362 of GPU resize: 113.31744385
Element # 362 of CPU resize: 113.31744385
Element # 363 of GPU resize: 115.49784851
Element # 363 of CPU resize: 115.49784851
Element # 364 of GPU resize: 117.50325012
Element # 364 of CPU resize: 117.50325012
Element # 365 of GPU resize: 119.22972107
Element # 365 of CPU resize: 119.22972107
Element # 366 of GPU resize: 119.80801392
Element # 366 of CPU resize: 119.80801392
Element # 367 of GPU resize: 118.59291077
Element # 367 of CPU resize: 118.59291077
Element # 368 of GPU resize: 113.36495972
Element # 368 of CPU resize: 113.36495972
Element # 369 of GPU resize: 96.65202332
Element # 369 of CPU resize: 96.65202332
Element # 370 of GPU resize: 91.34277344
Element # 370 of CPU resize: 91.34277344
Element # 371 of GPU resize: 112.35058594
Element # 371 of CPU resize: 112.35058594
Element # 372 of GPU resize: 117.09611511
Element # 372 of CPU resize: 117.09611511
Element # 373 of GPU resize: 103.35395813
Element # 373 of CPU resize: 103.35395813
Element # 374 of GPU resize: 110.37991333
Element # 374 of CPU resize: 110.37991333
Element # 375 of GPU resize: 126.70719910
Element # 375 of CPU resize: 126.70719910
Element # 376 of GPU resize: 125.87625122
Element # 376 of CPU resize: 125.87625122
Element # 377 of GPU resize: 127.57870483
Element # 377 of CPU resize: 127.57870483
Element # 378 of GPU resize: 133.40596008
Element # 378 of CPU resize: 133.40596008
Element # 379 of GPU resize: 138.98387146
Element # 379 of CPU resize: 138.98387146
Element # 380 of GPU resize: 142.96002197
Element # 380 of CPU resize: 142.96002197
Element # 381 of GPU resize: 135.13871765
Element # 381 of CPU resize: 135.13871765
Element # 382 of GPU resize: 0.00000000
Element # 382 of CPU resize: 0.00000000
Element # 383 of GPU resize: 0.00000000
Element # 383 of CPU resize: 0.00000000
Element # 384 of GPU resize: 75.26870728
Element # 384 of CPU resize: 75.26870728
Element # 385 of GPU resize: 108.49435425
Element # 385 of CPU resize: 108.49435425
Element # 386 of GPU resize: 109.33671570
Element # 386 of CPU resize: 109.33671570
Element # 387 of GPU resize: 112.03503418
Element # 387 of CPU resize: 112.03503418
Element # 388 of GPU resize: 114.05242920
Element # 388 of CPU resize: 114.05242920
Element # 389 of GPU resize: 115.95413208
Element # 389 of CPU resize: 115.95413208
Element # 390 of GPU resize: 118.33496094
Element # 390 of CPU resize: 118.33496094
Element # 391 of GPU resize: 119.92800903
Element # 391 of CPU resize: 119.92800903
Element # 392 of GPU resize: 119.59722900
Element # 392 of CPU resize: 119.59722900
Element # 393 of GPU resize: 111.53874207
Element # 393 of CPU resize: 111.53874207
Element # 394 of GPU resize: 97.55949402
Element # 394 of CPU resize: 97.55949402
Element # 395 of GPU resize: 106.21211243
Element # 395 of CPU resize: 106.21211243
Element # 396 of GPU resize: 123.01661682
Element # 396 of CPU resize: 123.01661682
Element # 397 of GPU resize: 121.80033875
Element # 397 of CPU resize: 121.80033875
Element # 398 of GPU resize: 123.54876709
Element # 398 of CPU resize: 123.54876709
Element # 399 of GPU resize: 132.69377136
Element # 399 of CPU resize: 132.69377136
Element # 400 of GPU resize: 129.83940125
Element # 400 of CPU resize: 129.83940125
Element # 401 of GPU resize: 116.16873169
Element # 401 of CPU resize: 116.16873169
Element # 402 of GPU resize: 108.61303711
Element # 402 of CPU resize: 108.61303711
Element # 403 of GPU resize: 119.75175476
Element # 403 of CPU resize: 119.75175476
Element # 404 of GPU resize: 135.75515747
Element # 404 of CPU resize: 135.75515747
Element # 405 of GPU resize: 132.71145630
Element # 405 of CPU resize: 132.71145630
Element # 406 of GPU resize: 0.00000000
Element # 406 of CPU resize: 0.00000000
Element # 407 of GPU resize: 0.00000000
Element # 407 of CPU resize: 0.00000000
Element # 408 of GPU resize: 73.33714294
Element # 408 of CPU resize: 73.33714294
Element # 409 of GPU resize: 106.41441345
Element # 409 of CPU resize: 106.41441345
Element # 410 of GPU resize: 107.10029602
Element # 410 of CPU resize: 107.10029602
Element # 411 of GPU resize: 109.19566345
Element # 411 of CPU resize: 109.19566345
Element # 412 of GPU resize: 110.46282959
Element # 412 of CPU resize: 110.46282959
Element # 413 of GPU resize: 112.10643005
Element # 413 of CPU resize: 112.10643005
Element # 414 of GPU resize: 115.14465332
Element # 414 of CPU resize: 115.14465332
Element # 415 of GPU resize: 117.10733032
Element # 415 of CPU resize: 117.10733032
Element # 416 of GPU resize: 118.57951355
Element # 416 of CPU resize: 118.57951355
Element # 417 of GPU resize: 115.64408875
Element # 417 of CPU resize: 115.64408875
Element # 418 of GPU resize: 102.27633667
Element # 418 of CPU resize: 102.27633667
Element # 419 of GPU resize: 105.80052185
Element # 419 of CPU resize: 105.80052185
Element # 420 of GPU resize: 123.99882507
Element # 420 of CPU resize: 123.99882507
Element # 421 of GPU resize: 129.63368225
Element # 421 of CPU resize: 129.63368225
Element # 422 of GPU resize: 131.03933716
Element # 422 of CPU resize: 131.03933716
Element # 423 of GPU resize: 130.34469604
Element # 423 of CPU resize: 130.34469604
Element # 424 of GPU resize: 116.98847961
Element # 424 of CPU resize: 116.98847961
Element # 425 of GPU resize: 103.82672119
Element # 425 of CPU resize: 103.82672119
Element # 426 of GPU resize: 104.54878235
Element # 426 of CPU resize: 104.54878235
Element # 427 of GPU resize: 116.01756287
Element # 427 of CPU resize: 116.01756287
Element # 428 of GPU resize: 132.43836975
Element # 428 of CPU resize: 132.43836975
Element # 429 of GPU resize: 130.12091064
Element # 429 of CPU resize: 130.12091064
Element # 430 of GPU resize: 0.00000000
Element # 430 of CPU resize: 0.00000000
Element # 431 of GPU resize: 0.00000000
Element # 431 of CPU resize: 0.00000000
Element # 432 of GPU resize: 72.00233459
Element # 432 of CPU resize: 72.00233459
Element # 433 of GPU resize: 105.06074524
Element # 433 of CPU resize: 105.06074524
Element # 434 of GPU resize: 105.56231689
Element # 434 of CPU resize: 105.56231689
Element # 435 of GPU resize: 106.56950378
Element # 435 of CPU resize: 106.56950378
Element # 436 of GPU resize: 107.46627808
Element # 436 of CPU resize: 107.46627808
Element # 437 of GPU resize: 108.71745300
Element # 437 of CPU resize: 108.71745300
Element # 438 of GPU resize: 111.01390076
Element # 438 of CPU resize: 111.01390076
Element # 439 of GPU resize: 112.85961914
Element # 439 of CPU resize: 112.85961914
Element # 440 of GPU resize: 114.95574951
Element # 440 of CPU resize: 114.95574951
Element # 441 of GPU resize: 113.16073608
Element # 441 of CPU resize: 113.16073608
Element # 442 of GPU resize: 100.80532837
Element # 442 of CPU resize: 100.80532837
Element # 443 of GPU resize: 104.51010132
Element # 443 of CPU resize: 104.51010132
Element # 444 of GPU resize: 121.60073853
Element # 444 of CPU resize: 121.60073853
Element # 445 of GPU resize: 127.82516479
Element # 445 of CPU resize: 127.82516479
Element # 446 of GPU resize: 129.65414429
Element # 446 of CPU resize: 129.65414429
Element # 447 of GPU resize: 126.63784790
Element # 447 of CPU resize: 126.63784790
Element # 448 of GPU resize: 115.38969421
Element # 448 of CPU resize: 115.38969421
Element # 449 of GPU resize: 116.69149780
Element # 449 of CPU resize: 116.69149780
Element # 450 of GPU resize: 126.01142883
Element # 450 of CPU resize: 126.01142883
Element # 451 of GPU resize: 130.90892029
Element # 451 of CPU resize: 130.90892029
Element # 452 of GPU resize: 134.81214905
Element # 452 of CPU resize: 134.81214905
Element # 453 of GPU resize: 127.52639771
Element # 453 of CPU resize: 127.52639771
Element # 454 of GPU resize: 0.00000000
Element # 454 of CPU resize: 0.00000000
Element # 455 of GPU resize: 0.00000000
Element # 455 of CPU resize: 0.00000000
Element # 456 of GPU resize: 71.39350891
Element # 456 of CPU resize: 71.39350891
Element # 457 of GPU resize: 103.75465393
Element # 457 of CPU resize: 103.75465393
Element # 458 of GPU resize: 103.14118958
Element # 458 of CPU resize: 103.14118958
Element # 459 of GPU resize: 103.46719360
Element # 459 of CPU resize: 103.46719360
Element # 460 of GPU resize: 105.29544067
Element # 460 of CPU resize: 105.29544067
Element # 461 of GPU resize: 106.56571960
Element # 461 of CPU resize: 106.56571960
Element # 462 of GPU resize: 107.44749451
Element # 462 of CPU resize: 107.44749451
Element # 463 of GPU resize: 109.32702637
Element # 463 of CPU resize: 109.32702637
Element # 464 of GPU resize: 111.95837402
Element # 464 of CPU resize: 111.95837402
Element # 465 of GPU resize: 111.72549438
Element # 465 of CPU resize: 111.72549438
Element # 466 of GPU resize: 104.13291931
Element # 466 of CPU resize: 104.13291931
Element # 467 of GPU resize: 108.12783813
Element # 467 of CPU resize: 108.12783813
Element # 468 of GPU resize: 119.94172668
Element # 468 of CPU resize: 119.94172668
Element # 469 of GPU resize: 124.95695496
Element # 469 of CPU resize: 124.95695496
Element # 470 of GPU resize: 127.50158691
Element # 470 of CPU resize: 127.50158691
Element # 471 of GPU resize: 127.74354553
Element # 471 of CPU resize: 127.74354553
Element # 472 of GPU resize: 126.04153442
Element # 472 of CPU resize: 126.04153442
Element # 473 of GPU resize: 128.97117615
Element # 473 of CPU resize: 128.97117615
Element # 474 of GPU resize: 132.26338196
Element # 474 of CPU resize: 132.26338196
Element # 475 of GPU resize: 133.26676941
Element # 475 of CPU resize: 133.26676941
Element # 476 of GPU resize: 133.75154114
Element # 476 of CPU resize: 133.75154114
Element # 477 of GPU resize: 125.18319702
Element # 477 of CPU resize: 125.18319702
Element # 478 of GPU resize: 0.00000000
Element # 478 of CPU resize: 0.00000000
Element # 479 of GPU resize: 0.00000000
Element # 479 of CPU resize: 0.00000000
Element # 480 of GPU resize: 70.03387451
Element # 480 of CPU resize: 70.03387451
Element # 481 of GPU resize: 101.27934265
Element # 481 of CPU resize: 101.27934265
Element # 482 of GPU resize: 100.43812561
Element # 482 of CPU resize: 100.43812561
Element # 483 of GPU resize: 100.77392578
Element # 483 of CPU resize: 100.77392578
Element # 484 of GPU resize: 102.69595337
Element # 484 of CPU resize: 102.69595337
Element # 485 of GPU resize: 103.55311584
Element # 485 of CPU resize: 103.55311584
Element # 486 of GPU resize: 103.72064209
Element # 486 of CPU resize: 103.72064209
Element # 487 of GPU resize: 105.96635437
Element # 487 of CPU resize: 105.96635437
Element # 488 of GPU resize: 109.19763184
Element # 488 of CPU resize: 109.19763184
Element # 489 of GPU resize: 111.25805664
Element # 489 of CPU resize: 111.25805664
Element # 490 of GPU resize: 110.51510620
Element # 490 of CPU resize: 110.51510620
Element # 491 of GPU resize: 112.87805176
Element # 491 of CPU resize: 112.87805176
Element # 492 of GPU resize: 118.14083862
Element # 492 of CPU resize: 118.14083862
Element # 493 of GPU resize: 121.51062012
Element # 493 of CPU resize: 121.51062012
Element # 494 of GPU resize: 123.74880981
Element # 494 of CPU resize: 123.74880981
Element # 495 of GPU resize: 125.13700867
Element # 495 of CPU resize: 125.13700867
Element # 496 of GPU resize: 126.74722290
Element # 496 of CPU resize: 126.74722290
Element # 497 of GPU resize: 129.36972046
Element # 497 of CPU resize: 129.36972046
Element # 498 of GPU resize: 130.24949646
Element # 498 of CPU resize: 130.24949646
Element # 499 of GPU resize: 130.33833313
Element # 499 of CPU resize: 130.33833313
Element # 500 of GPU resize: 130.44169617
Element # 500 of CPU resize: 130.44169617
Element # 501 of GPU resize: 122.22119141
Element # 501 of CPU resize: 122.22119141
Element # 502 of GPU resize: 0.00000000
Element # 502 of CPU resize: 0.00000000
Element # 503 of GPU resize: 0.00000000
Element # 503 of CPU resize: 0.00000000
Element # 504 of GPU resize: 57.88566589
Element # 504 of CPU resize: 57.88566589
Element # 505 of GPU resize: 83.87251282
Element # 505 of CPU resize: 83.87251282
Element # 506 of GPU resize: 83.88090515
Element # 506 of CPU resize: 83.88090515
Element # 507 of GPU resize: 84.16142273
Element # 507 of CPU resize: 84.16142273
Element # 508 of GPU resize: 84.77420044
Element # 508 of CPU resize: 84.77420044
Element # 509 of GPU resize: 85.09507751
Element # 509 of CPU resize: 85.09507751
Element # 510 of GPU resize: 85.60005188
Element # 510 of CPU resize: 85.60005188
Element # 511 of GPU resize: 87.68478394
Element # 511 of CPU resize: 87.68478394
Element # 512 of GPU resize: 90.33750916
Element # 512 of CPU resize: 90.33750916
Element # 513 of GPU resize: 92.52693176
Element # 513 of CPU resize: 92.52693176
Element # 514 of GPU resize: 93.74235535
Element # 514 of CPU resize: 93.74235535
Element # 515 of GPU resize: 95.30659485
Element # 515 of CPU resize: 95.30659485
Element # 516 of GPU resize: 97.91247559
Element # 516 of CPU resize: 97.91247559
Element # 517 of GPU resize: 100.18571472
Element # 517 of CPU resize: 100.18571472
Element # 518 of GPU resize: 101.82539368
Element # 518 of CPU resize: 101.82539368
Element # 519 of GPU resize: 102.92823792
Element # 519 of CPU resize: 102.92823792
Element # 520 of GPU resize: 104.30979919
Element # 520 of CPU resize: 104.30979919
Element # 521 of GPU resize: 106.42166138
Element # 521 of CPU resize: 106.42166138
Element # 522 of GPU resize: 107.58067322
Element # 522 of CPU resize: 107.58067322
Element # 523 of GPU resize: 107.74797058
Element # 523 of CPU resize: 107.74797058
Element # 524 of GPU resize: 107.25144958
Element # 524 of CPU resize: 107.25144958
Element # 525 of GPU resize: 100.20629883
Element # 525 of CPU resize: 100.20629883
Element # 526 of GPU resize: 0.00000000
Element # 526 of CPU resize: 0.00000000
Element # 527 of GPU resize: 0.00000000
Element # 527 of CPU resize: 0.00000000
Element # 528 of GPU resize: 0.00000000
Element # 528 of CPU resize: 0.00000000
Element # 529 of GPU resize: 0.00000000
Element # 529 of CPU resize: 0.00000000
Element # 530 of GPU resize: 0.00000000
Element # 530 of CPU resize: 0.00000000
Element # 531 of GPU resize: 0.00000000
Element # 531 of CPU resize: 0.00000000
Element # 532 of GPU resize: 0.00000000
Element # 532 of CPU resize: 0.00000000
Element # 533 of GPU resize: 0.00000000
Element # 533 of CPU resize: 0.00000000
Element # 534 of GPU resize: 0.00000000
Element # 534 of CPU resize: 0.00000000
Element # 535 of GPU resize: 0.00000000
Element # 535 of CPU resize: 0.00000000
Element # 536 of GPU resize: 0.00000000
Element # 536 of CPU resize: 0.00000000
Element # 537 of GPU resize: 0.00000000
Element # 537 of CPU resize: 0.00000000
Element # 538 of GPU resize: 0.00000000
Element # 538 of CPU resize: 0.00000000
Element # 539 of GPU resize: 0.00000000
Element # 539 of CPU resize: 0.00000000
Element # 540 of GPU resize: 0.00000000
Element # 540 of CPU resize: 0.00000000
Element # 541 of GPU resize: 0.00000000
Element # 541 of CPU resize: 0.00000000
Element # 542 of GPU resize: 0.00000000
Element # 542 of CPU resize: 0.00000000
Element # 543 of GPU resize: 0.00000000
Element # 543 of CPU resize: 0.00000000
Element # 544 of GPU resize: 0.00000000
Element # 544 of CPU resize: 0.00000000
Element # 545 of GPU resize: 0.00000000
Element # 545 of CPU resize: 0.00000000
Element # 546 of GPU resize: 0.00000000
Element # 546 of CPU resize: 0.00000000
Element # 547 of GPU resize: 0.00000000
Element # 547 of CPU resize: 0.00000000
Element # 548 of GPU resize: 0.00000000
Element # 548 of CPU resize: 0.00000000
Element # 549 of GPU resize: 0.00000000
Element # 549 of CPU resize: 0.00000000
Element # 550 of GPU resize: 0.00000000
Element # 550 of CPU resize: 0.00000000
Element # 551 of GPU resize: 0.00000000
Element # 551 of CPU resize: 0.00000000
Element # 552 of GPU resize: 0.00000000
Element # 552 of CPU resize: 0.00000000
Element # 553 of GPU resize: 0.00000000
Element # 553 of CPU resize: 0.00000000
Element # 554 of GPU resize: 0.00000000
Element # 554 of CPU resize: 0.00000000
Element # 555 of GPU resize: 0.00000000
Element # 555 of CPU resize: 0.00000000
Element # 556 of GPU resize: 0.00000000
Element # 556 of CPU resize: 0.00000000
Element # 557 of GPU resize: 0.00000000
Element # 557 of CPU resize: 0.00000000
Element # 558 of GPU resize: 0.00000000
Element # 558 of CPU resize: 0.00000000
Element # 559 of GPU resize: 0.00000000
Element # 559 of CPU resize: 0.00000000
Element # 560 of GPU resize: 0.00000000
Element # 560 of CPU resize: 0.00000000
Element # 561 of GPU resize: 0.00000000
Element # 561 of CPU resize: 0.00000000
Element # 562 of GPU resize: 0.00000000
Element # 562 of CPU resize: 0.00000000
Element # 563 of GPU resize: 0.00000000
Element # 563 of CPU resize: 0.00000000
Element # 564 of GPU resize: 0.00000000
Element # 564 of CPU resize: 0.00000000
Element # 565 of GPU resize: 0.00000000
Element # 565 of CPU resize: 0.00000000
Element # 566 of GPU resize: 0.00000000
Element # 566 of CPU resize: 0.00000000
Element # 567 of GPU resize: 0.00000000
Element # 567 of CPU resize: 0.00000000
Element # 568 of GPU resize: 0.00000000
Element # 568 of CPU resize: 0.00000000
Element # 569 of GPU resize: 0.00000000
Element # 569 of CPU resize: 0.00000000
Element # 570 of GPU resize: 0.00000000
Element # 570 of CPU resize: 0.00000000
Element # 571 of GPU resize: 0.00000000
Element # 571 of CPU resize: 0.00000000
Element # 572 of GPU resize: 0.00000000
Element # 572 of CPU resize: 0.00000000
Element # 573 of GPU resize: 0.00000000
Element # 573 of CPU resize: 0.00000000
Element # 574 of GPU resize: 0.00000000
Element # 574 of CPU resize: 0.00000000
Element # 575 of GPU resize: 0.00000000
Element # 575 of CPU resize: 0.00000000
Verification		- Successful
Cycles elapsed		- 741913609

